# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
2                       8.20
4                      16.38
8                      32.67
16                     65.60
32                    130.20
64                    256.28
128                   484.97
256                   963.83
