# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
2                       7.13        3566454.63
4                      14.29        3573282.03
8                      28.63        3579126.78
16                     57.27        3579399.37
32                    115.16        3598728.13
64                    229.21        3581353.30
128                   443.51        3464913.99
256                   858.06        3351795.14
