# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
2                       8.22
4                      16.43
8                      32.89
16                     65.54
32                    130.21
64                    257.04
128                   486.54
256                   967.41
