# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
2                      13.24        6619735.42
4                      27.88        6970314.50
8                      56.01        7001097.69
16                    110.21        6888359.46
32                    212.95        6654759.92
64                    428.42        6694134.14
128                   829.53        6480665.90
256                  1645.38        6427252.19
