# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
2                       8.23
4                      16.36
8                      32.83
16                     65.62
32                    130.42
64                    257.35
128                   488.52
256                   967.01
