# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       4.75        4747617.75
2                       9.52        4760262.05
4                      19.38        4846049.71
8                      38.84        4855006.37
16                     77.63        4852185.74
32                    153.28        4790019.75
64                    295.45        4616339.62
128                   558.43        4362727.83
256                  1096.13        4281748.98
512                  1788.55        3493270.54
1024                 3463.71        3382529.40
2048                 6104.74        2980831.11
4096                 5503.24        1343563.42
8192                 9372.99        1144163.57
16384               15567.16         950144.15
32768               22306.04         680726.28
65536               25792.68         393565.12
131072              27591.45         210506.07
262144              27926.08         106529.55
524288              31000.04          59127.89
1048576             31391.60          29937.36
2097152             28675.43          13673.51
4194304             28617.84           6823.03
