# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       7.61        7606648.78
2                      15.41        7706394.09
4                      31.48        7870852.11
8                      62.74        7841975.37
16                    116.92        7307269.07
32                    247.82        7744528.34
64                    490.45        7663304.11
128                   951.27        7431811.10
256                  1704.96        6660014.98
512                  3043.53        5944384.89
1024                 5750.63        5615850.39
2048                 9463.20        4620701.75
4096                 8251.03        2014410.78
8192                13512.27        1649446.79
16384               21910.04        1337282.91
32768               28270.68         862752.58
65536               31948.31         487492.47
131072              33319.12         254204.73
262144              35195.66         134260.80
524288              36595.66          69800.68
1048576             36994.50          35280.71
2097152             36728.40          17513.47
4194304             35270.31           8409.10
