# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       7.72        7715449.40
2                      15.85        7926538.82
4                      30.29        7573114.87
8                      62.07        7759144.52
16                    117.85        7365644.88
32                    247.43        7732097.33
64                    490.25        7660095.70
128                   971.32        7588407.62
256                  1706.65        6666595.83
512                  3057.42        5971530.17
1024                 5767.81        5632629.19
2048                 9482.06        4629909.96
4096                 8250.00        2014161.19
8192                13547.91        1653797.37
16384               22025.21        1344311.91
32768               28360.60         865496.71
65536               31946.70         487468.02
131072              33360.81         254522.77
262144              34201.53         130468.47
524288              35075.48          66901.17
1048576             36561.37          34867.64
2097152             35400.41          16880.23
4194304             35263.17           8407.39
