# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       7.57        7570175.83
2                      14.94        7469899.51
4                      30.50        7625741.02
8                      60.26        7532962.01
16                    116.98        7311524.88
32                    242.06        7564376.98
64                    487.84        7622563.98
128                   923.49        7214778.66
256                  1699.85        6640023.57
512                  3059.96        5976476.40
1024                 5799.55        5663627.60
2048                 9514.17        4645589.43
4096                 8331.75        2034119.56
8192                13543.09        1653209.07
16384               21907.89        1337151.26
32768               28133.16         858555.77
65536               31752.91         484510.93
131072              33247.74         253660.12
262144              35375.83         134948.09
524288              36056.40          68772.12
1048576             36944.45          35232.98
2097152             37024.78          17654.79
4194304             35184.22           8388.57
