# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
1                       5.50
2                      11.00
4                      21.96
8                      44.31
16                     87.62
32                    175.67
64                    353.65
128                   691.80
256                  1383.77
512                  1799.61
1024                 3523.01
2048                 6242.51
4096                 5510.53
8192                 9241.52
16384               15772.76
32768               23340.27
65536               26728.56
131072              28128.23
262144              28458.11
524288              28841.45
1048576             29042.28
2097152             29175.26
4194304             29115.07
