# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
1                       8.86
2                      17.57
4                      32.76
8                      65.58
16                    129.53
32                    278.43
64                    551.24
128                   935.68
256                  1798.45
512                  2966.02
1024                 5478.98
2048                 9071.58
4096                 8292.36
8192                13342.99
16384               21832.67
32768               28466.03
65536               32045.46
131072              33445.49
262144              34346.70
524288              34926.99
1048576             35151.13
2097152             35463.53
4194304             35361.15
