# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       4.74        4740756.19
2                       9.53        4765697.11
4                      19.29        4822654.06
8                      38.51        4813305.78
16                     76.56        4784961.23
32                    152.36        4761205.81
64                    290.83        4544258.13
128                   554.44        4331570.05
256                  1079.13        4215370.66
512                  1787.79        3491786.99
1024                 3417.83        3337726.44
2048                 5993.82        2926667.81
4096                 5459.74        1332943.75
8192                 9190.49        1121886.32
16384               15576.36         950705.60
32768               22584.04         689210.13
65536               25758.39         393041.83
131072              27805.90         212142.16
262144              28892.65         110216.72
524288              30132.82          57473.79
1048576             31299.53          29849.56
2097152             28710.15          13690.07
4194304             28638.85           6828.03
