# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       4.67        4673082.81
2                       9.59        4793685.76
4                      19.20        4798799.10
8                      38.54        4817292.51
16                     76.59        4787056.04
32                    153.41        4794078.23
64                    296.19        4627991.89
128                   560.74        4380748.36
256                  1105.33        4317694.33
512                  1796.14        3508093.01
1024                 3416.73        3336649.13
2048                 5960.68        2910490.06
4096                 5586.40        1363867.75
8192                 9691.50        1183043.96
16384               16007.56         977024.18
32768               22427.04         684418.82
65536               25994.35         396642.28
131072              27830.55         212330.23
262144              28275.00         107860.56
524288              28576.49          54505.33
1048576             31801.47          30328.25
2097152             28716.62          13693.15
4194304             28719.16           6847.18
