# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
1                       8.84
2                      17.60
4                      32.37
8                      66.43
16                    134.37
32                    269.91
64                    544.04
128                   931.22
256                  1798.52
512                  2989.17
1024                 5589.65
2048                 9026.58
4096                 8220.40
8192                13266.85
16384               21943.83
32768               28419.92
65536               32026.63
131072              33352.71
262144              34578.00
524288              36346.85
1048576             36630.46
2097152             36978.98
4194304             35195.62
