# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
1                       8.83
2                      17.65
4                      33.49
8                      66.75
16                    136.50
32                    276.60
64                    547.51
128                   940.00
256                  1889.65
512                  2982.24
1024                 5616.97
2048                 9044.59
4096                 8244.19
8192                13403.40
16384               22025.44
32768               28441.26
65536               32004.98
131072              33386.08
262144              34213.37
524288              34944.74
1048576             35156.94
2097152             35475.17
4194304             35293.48
