# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       7.87        7870777.57
2                      15.61        7804932.30
4                      31.71        7927521.64
8                      63.58        7947581.72
16                    117.00        7312300.11
32                    252.10        7878148.67
64                    513.02        8015894.52
128                   962.60        7520321.91
256                  1722.93        6730203.29
512                  3076.52        6008833.92
1024                 5805.00        5668948.80
2048                 9439.29        4609030.36
4096                 8249.37        2014005.14
8192                13445.19        1641258.36
16384               22538.68        1375652.06
32768               28268.54         862687.31
65536               31512.72         480845.91
131072              33289.43         253978.21
262144              34310.81         130885.36
524288              36114.20          68882.37
1048576             37073.81          35356.34
2097152             35396.16          16878.20
4194304             35294.65           8414.90
