# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       4.76        4759632.60
2                       9.62        4808328.02
4                      19.29        4821879.04
8                      38.69        4836185.18
16                     77.57        4847999.31
32                    153.34        4792022.48
64                    295.04        4609943.66
128                   567.08        4430277.71
256                  1112.09        4344092.59
512                  1798.66        3513004.10
1024                 3418.96        3338831.10
2048                 5965.20        2912695.90
4096                 5499.37        1342619.51
8192                 9328.60        1138744.53
16384               15520.62         947303.18
32768               22472.10         685794.13
65536               25771.11         393235.88
131072              27722.77         211507.92
262144              28041.97         106971.62
524288              30107.22          57424.97
1048576             28620.93          27295.04
2097152             28753.03          13710.51
4194304             28682.44           6838.43
