# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
1                       5.49
2                      10.98
4                      22.02
8                      44.16
16                     87.90
32                    176.88
64                    351.39
128                   693.06
256                  1383.41
512                  1797.20
1024                 3580.63
2048                 6393.93
4096                 5707.64
8192                10217.26
16384               16418.30
32768               23306.84
65536               26716.31
131072              27974.72
262144              28445.03
524288              28777.52
1048576             28998.78
2097152             29146.89
4194304             29054.05
