# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       7.52        7519058.46
2                      15.20        7599491.59
4                      31.29        7821805.58
8                      63.54        7942767.40
16                    116.58        7286128.78
32                    242.65        7582750.62
64                    489.20        7643803.53
128                   945.14        7383885.80
256                  1707.07        6668253.16
512                  3076.82        6009410.55
1024                 5762.59        5627527.83
2048                 9518.72        4647812.04
4096                 8301.28        2026678.82
8192                13489.69        1646690.64
16384               21831.14        1332466.76
32768               28265.89         862606.54
65536               31720.37         484014.47
131072              33306.27         254106.65
262144              34368.96         131107.16
524288              36430.57          69485.80
1048576             36949.43          35237.72
2097152             36388.82          17351.54
4194304             35340.93           8425.93
