# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
1                       8.81
2                      17.48
4                      33.23
8                      66.33
16                    134.23
32                    275.64
64                    548.22
128                   944.62
256                  1819.69
512                  2984.47
1024                 5582.59
2048                 9036.46
4096                 8282.67
8192                13417.20
16384               21860.50
32768               28524.75
65536               31813.11
131072              33431.19
262144              34397.24
524288              34950.96
1048576             35153.91
2097152             35467.35
4194304             35306.77
