# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       7.93        7929743.46
2                      15.62        7811221.33
4                      30.68        7670718.12
8                      62.39        7798250.49
16                    116.40        7275128.89
32                    247.34        7729252.96
64                    486.84        7606869.38
128                   947.89        7405421.49
256                  1709.70        6678505.71
512                  3061.99        5980445.44
1024                 5785.23        5649638.22
2048                 9439.19        4608981.23
4096                 8195.33        2000811.89
8192                13517.45        1650078.99
16384               22539.71        1375714.69
32768               28334.16         864689.91
65536               31958.29         487644.85
131072              33312.51         254154.25
262144              34382.29         131158.03
524288              36146.84          68944.62
1048576             36653.78          34955.77
2097152             35475.73          16916.15
4194304             35310.58           8418.70
