# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       4.66        4659244.01
2                       9.56        4777824.09
4                      19.22        4805899.48
8                      38.59        4823855.78
16                     76.54        4783837.80
32                    152.78        4774451.91
64                    294.40        4599973.71
128                   561.13        4383854.10
256                  1094.98        4277250.29
512                  1797.96        3511646.13
1024                 3406.11        3326276.95
2048                 5947.17        2903892.94
4096                 5510.00        1345214.83
8192                 9375.83        1144510.96
16384               15604.04         952395.30
32768               22439.65         684803.88
65536               25870.04         394745.47
131072              27752.74         211736.62
262144              28218.47         107644.94
524288              28481.89          54324.90
1048576             31755.56          30284.46
2097152             28751.99          13710.02
4194304             28685.69           6839.20
