# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       7.57        7573370.28
2                      15.09        7544973.94
4                      31.15        7787723.21
8                      61.06        7632188.61
16                    116.91        7306742.65
32                    240.37        7511499.93
64                    486.44        7600553.84
128                   974.92        7616562.26
256                  1702.45        6650197.04
512                  3067.05        5990337.02
1024                 5740.22        5605685.57
2048                 9461.73        4619985.28
4096                 8298.09        2025901.27
8192                13365.76        1631562.87
16384               21764.62        1328406.74
32768               28229.27         861489.06
65536               31862.79         486187.59
131072              34556.04         263641.70
262144              35403.38         135053.16
524288              35053.12          66858.52
1048576             35279.48          33645.14
2097152             35561.46          16957.03
4194304             35360.47           8430.59
