# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       4.75        4753779.48
2                       9.63        4815363.90
4                      19.35        4837149.06
8                      38.74        4842571.41
16                     78.42        4901289.56
32                    153.77        4805225.80
64                    294.31        4598516.46
128                   561.61        4387579.89
256                  1099.86        4296330.83
512                  1795.37        3506573.59
1024                 3427.82        3347483.42
2048                 6011.18        2935146.07
4096                 5525.78        1349068.56
8192                 9429.39        1151048.54
16384               15793.86         963980.70
32768               22521.21         687292.68
65536               25776.65         393320.47
131072              27666.30         211077.09
262144              28047.16         106991.41
524288              29850.95          56936.16
1048576             31760.19          30288.88
2097152             30536.39          14560.89
4194304             28643.68           6829.18
