# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       4.77        4772949.31
2                       9.65        4825006.08
4                      19.45        4863288.77
8                      38.75        4844335.97
16                     78.52        4907801.58
32                    154.06        4814438.02
64                    294.23        4597414.80
128                   556.70        4349228.06
256                  1099.43        4294647.73
512                  1785.96        3488208.90
1024                 3413.27        3333272.92
2048                 5988.18        2923917.03
4096                 5582.65        1362952.16
8192                 9658.89        1179064.18
16384               15685.81         957385.70
32768               22483.10         686129.62
65536               25852.82         394482.66
131072              27685.41         211222.89
262144              28150.62         107386.08
524288              28505.61          54370.13
1048576             31818.23          30344.23
2097152             28760.40          13714.03
4194304             28685.52           6839.16
