# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
1                       5.46
2                      10.90
4                      22.05
8                      44.16
16                     88.14
32                    176.46
64                    347.46
128                   685.12
256                  1360.03
512                  1792.22
1024                 3576.46
2048                 6386.90
4096                 5651.63
8192                 9976.46
16384               16377.01
32768               23373.85
65536               26222.81
131072              28106.20
262144              28532.92
524288              28881.29
1048576             29048.51
2097152             29196.35
4194304             29209.94
