# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       7.87        7874569.91
2                      15.07        7534573.39
4                      31.25        7812024.15
8                      61.69        7711419.41
16                    118.44        7402433.04
32                    248.54        7766767.84
64                    486.95        7608546.01
128                   961.04        7508129.31
256                  1716.57        6705359.38
512                  2989.38        5838635.09
1024                 5745.78        5611110.42
2048                 9143.32        4464510.25
4096                 8190.47        1999627.63
8192                13491.32        1646889.12
16384               22013.69        1343609.03
32768               28192.50         860366.74
65536               31564.98         481643.31
131072              33319.27         254205.87
262144              34348.93         131030.79
524288              36195.64          69037.70
1048576             36562.76          34868.97
2097152             35456.43          16906.94
4194304             35322.65           8421.58
