# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       7.56        7555298.89
2                      15.00        7500360.66
4                      31.26        7814882.05
8                      62.25        7781303.55
16                    120.90        7556168.60
32                    247.99        7749542.53
64                    492.01        7687693.23
128                   958.96        7491878.34
256                  1744.72        6815315.08
512                  3125.12        6103750.79
1024                 5896.75        5758548.39
2048                 9717.42        4744833.25
4096                 8388.25        2047913.23
8192                13607.33        1661050.59
16384               22124.61        1350378.74
32768               28483.17         869237.35
65536               31987.72         488093.86
131072              33324.36         254244.72
262144              34254.20         130669.41
524288              36628.90          69864.08
1048576             37030.51          35315.05
2097152             37123.85          17702.03
4194304             35244.56           8402.96
