# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       7.90        7896774.35
2                      15.42        7710566.54
4                      31.43        7858300.11
8                      63.11        7888337.62
16                    118.76        7422359.51
32                    256.72        8022569.49
64                    502.81        7856470.15
128                   927.22        7243925.26
256                  1753.07        6847910.89
512                  3137.26        6127458.02
1024                 5893.14        5755023.57
2048                 9674.68        4723963.67
4096                 8398.78        2050483.02
8192                13631.29        1663975.23
16384               22075.16        1347360.73
32768               28372.61         865863.29
65536               32040.83         488904.19
131072              33362.79         254537.91
262144              34432.79         131350.65
524288              35102.74          66953.16
1048576             36602.62          34906.98
2097152             36849.77          17571.34
4194304             35370.86           8433.07
