# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       7.52        7523881.27
2                      15.71        7855803.78
4                      30.09        7522466.32
8                      61.09        7635640.59
16                    114.82        7176289.36
32                    241.41        7543974.30
64                    483.88        7560556.81
128                   945.40        7385965.88
256                  1708.29        6672997.67
512                  2997.37        5854238.07
1024                 5711.88        5578003.63
2048                 9070.48        4428943.76
4096                 8173.60        1995508.17
8192                13446.65        1641437.18
16384               21886.03        1335817.29
32768               28185.15         860142.51
65536               31834.04         485748.94
131072              33179.50         253139.52
262144              34454.25         131432.55
524288              36509.07          69635.52
1048576             36876.86          35168.51
2097152             35315.54          16839.76
4194304             35375.36           8434.14
