# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       4.76        4761602.20
2                       9.62        4808798.42
4                      19.36        4840651.79
8                      38.51        4813815.89
16                     78.24        4889911.66
32                    154.93        4841519.30
64                    298.41        4662722.68
128                   564.72        4411886.26
256                  1100.05        4297074.77
512                  1790.13        3496345.91
1024                 3417.50        3337402.01
2048                 5989.15        2924391.06
4096                 5469.73        1335383.15
8192                 9199.60        1122997.57
16384               15562.48         949858.57
32768               22562.58         688555.45
65536               25908.75         395336.19
131072              27727.60         211544.82
262144              28038.89         106959.89
524288              31008.96          59144.90
1048576             31766.36          30294.76
2097152             28705.12          13687.67
4194304             28669.10           6835.25
