# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
1                       5.46
2                      10.96
4                      22.03
8                      44.12
16                     87.75
32                    175.92
64                    350.03
128                   692.81
256                  1381.44
512                  1807.37
1024                 3527.01
2048                 6236.60
4096                 5642.92
8192                10018.29
16384               16210.54
32768               23335.05
65536               26676.04
131072              28114.10
262144              28483.38
524288              28773.08
1048576             28956.42
2097152             29142.25
4194304             29088.16
