# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       4.72        4719103.48
2                       9.59        4796749.72
4                      19.30        4825079.56
8                      38.54        4817787.15
16                     76.79        4799629.71
32                    154.37        4824160.84
64                    295.99        4624900.68
128                   561.03        4383031.48
256                  1113.95        4351352.69
512                  1789.29        3494711.08
1024                 3404.47        3324682.41
2048                 5939.30        2900050.40
4096                 5539.22        1352347.77
8192                 9389.12        1146132.30
16384               15573.86         950552.95
32768               22587.43         689313.72
65536               25854.69         394511.31
131072              27772.37         211886.33
262144              28158.68         107416.83
524288              28580.03          54512.09
1048576             28653.15          27325.77
2097152             28760.79          13714.21
4194304             28721.04           6847.63
