# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       4.79        4789903.60
2                       9.53        4765645.65
4                      19.34        4835843.88
8                      38.62        4827660.44
16                     77.71        4856615.63
32                    154.36        4823619.09
64                    296.96        4640058.69
128                   556.27        4345876.64
256                  1101.08        4301103.02
512                  1791.97        3499941.10
1024                 3407.28        3327417.81
2048                 5982.42        2921105.95
4096                 5559.56        1357314.42
8192                 9588.43        1170462.63
16384               15764.93         962215.11
32768               22341.06         681795.10
65536               25827.17         394091.32
131072              27710.96         211417.81
262144              28187.66         107527.40
524288              28479.61          54320.54
1048576             31752.31          30281.36
2097152             28700.13          13685.29
4194304             28697.38           6841.99
