# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       7.52        7524445.63
2                      15.13        7565030.60
4                      31.34        7835426.66
8                      62.69        7836792.91
16                    116.20        7262241.59
32                    244.72        7647458.84
64                    484.66        7572810.20
128                   928.40        7253114.19
256                  1761.34        6880248.20
512                  3072.00        5999995.31
1024                 5851.83        5714678.60
2048                 9253.22        4518174.14
4096                 8226.11        2008328.73
8192                13614.46        1661921.15
16384               22106.25        1349258.21
32768               28380.55         866105.63
65536               31692.24         483585.20
131072              33978.60         259236.11
262144              34206.03         130485.64
524288              35131.32          67007.68
1048576             36558.72          34865.11
2097152             35411.82          16885.67
4194304             35260.16           8406.68
