# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       7.96        7964555.74
2                      15.46        7732144.97
4                      31.58        7894977.07
8                      64.98        8122690.19
16                    122.60        7662381.12
32                    255.59        7987050.00
64                    491.67        7682328.05
128                   969.11        7571208.40
256                  1735.49        6779248.09
512                  3134.16        6121410.33
1024                 5900.35        5762060.92
2048                 9741.51        4756598.18
4096                 8424.03        2056649.05
8192                13628.43        1663626.48
16384               22064.41        1346704.59
32768               28448.47         868178.26
65536               31756.17         484560.63
131072              33362.45         254535.29
262144              34251.43         130658.85
524288              34838.75          66449.64
1048576             37092.89          35374.53
2097152             35541.03          16947.28
4194304             35294.45           8414.85
