# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
1                       5.45
2                      10.94
4                      22.06
8                      44.29
16                     87.96
32                    175.64
64                    347.93
128                   690.38
256                  1363.92
512                  1793.79
1024                 3563.13
2048                 6332.32
4096                 5636.22
8192                 9789.98
16384               16100.62
32768               23325.86
65536               26718.53
131072              29162.14
262144              28357.00
524288              29544.28
1048576             31411.84
2097152             29067.27
4194304             29062.26
