# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       4.69        4693389.31
2                       9.62        4808436.76
4                      19.29        4822540.31
8                      38.81        4851849.16
16                     77.85        4865711.68
32                    153.52        4797393.70
64                    295.79        4621721.15
128                   565.47        4417763.61
256                  1110.57        4338164.24
512                  1791.54        3499098.38
1024                 3442.25        3361569.29
2048                 5959.53        2909928.31
4096                 5490.26        1340396.58
8192                 9283.34        1133219.78
16384               15533.47         948088.05
32768               22533.38         687664.24
65536               25882.69         394938.48
131072              27710.78         211416.46
262144              28081.83         107123.68
524288              28489.32          54339.06
1048576             28656.04          27328.53
2097152             28765.59          13716.50
4194304             28700.94           6842.84
