# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       4.64        4641746.72
2                       9.39        4694380.77
4                      18.83        4707839.22
8                      37.48        4684933.12
16                     76.82        4801050.47
32                    152.48        4765138.25
64                    304.76        4761809.45
128                   553.51        4324278.45
256                  1091.76        4264671.65
512                  1348.60        2633979.31
1024                 2483.95        2425733.61
2048                 4185.43        2043665.73
4096                 3741.00         913330.11
8192                 6248.22         762721.88
16384                9989.18         609691.07
32768               12889.32         393350.71
65536               14912.55         227547.43
131072              17742.16         135361.95
262144              21747.14          82958.77
524288              24276.09          46302.97
1048576             26158.86          24947.04
2097152             27035.09          12891.33
4194304             27400.25           6532.73
