# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       8.32        8322948.07
2                      16.52        8260392.35
4                      32.62        8154725.73
8                      65.43        8178322.18
16                    131.67        8229544.63
32                    264.44        8263641.14
64                    524.97        8202644.28
128                  1027.69        8028806.35
256                  1862.39        7274956.88
512                  2898.48        5661090.67
1024                 5700.07        5566475.90
2048                 9094.59        4440718.56
4096                 8302.30        2026928.63
8192                13550.15        1654071.26
16384               21764.83        1328420.01
32768               28201.63         860645.54
65536               31595.73         482112.55
131072              33259.62         253750.73
262144              34129.44         130193.49
524288              36165.76          68980.72
1048576             35199.63          33568.98
2097152             35298.49          16831.63
4194304             35108.81           8370.59
