# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       1.91        1905649.79
2                       3.96        1979500.23
4                       7.87        1968070.52
8                      15.73        1966246.13
16                     31.33        1958435.45
32                     62.09        1940387.77
64                    121.86        1904074.17
128                   233.16        1821551.43
256                   471.09        1840180.55
512                   907.91        1773254.30
1024                 1715.48        1675275.58
2048                 3088.52        1508064.04
4096                 2768.82         675981.33
8192                 4490.46         548152.33
16384                6812.36         415793.73
32768                9023.01         275360.45
65536               10279.77         156856.78
131072              10492.15          80048.74
262144              10678.78          40736.32
524288              10815.14          20628.24
1048576             10900.20          10395.24
2097152             10958.19           5225.27
4194304             10980.30           2617.91
