# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       2.46        2455634.93
2                       5.06        2531739.01
4                      10.09        2522906.21
8                      20.19        2524019.79
16                     40.24        2515246.03
32                     80.81        2525253.32
64                    161.47        2523041.88
128                   302.85        2366047.25
256                   552.20        2157034.76
512                   985.45        1924698.23
1024                 1815.99        1773427.51
2048                 3282.94        1602999.85
4096                 2922.15         713415.50
8192                 4651.83         567850.73
16384                7237.97         441770.38
32768                9420.28         287484.23
65536               10625.46         162131.64
131072              10710.71          81716.25
262144              10842.44          41360.63
524288              10899.57          20789.28
1048576             10936.78          10430.12
2097152             10966.23           5229.10
4194304             10939.30           2608.13
