# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       2.52        2516438.04
2                       5.18        2591331.79
4                      10.30        2575508.37
8                      20.62        2578105.83
16                     41.25        2577822.55
32                     82.30        2571816.16
64                    166.23        2597274.21
128                   311.29        2431923.43
256                   576.69        2252704.05
512                  1034.49        2020489.85
1024                 1856.27        1812764.38
2048                 3109.16        1518146.91
4096                 2909.64         710361.62
8192                 4695.42         573171.21
16384                7322.63         446937.71
32768                9132.04         278687.83
65536               10660.36         162664.17
131072              10775.97          82214.10
262144              10914.37          41635.02
524288              10992.78          20967.06
1048576             11020.29          10509.77
2097152             11057.82           5272.78
4194304             10994.78           2621.36
