# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       1.94        1936214.50
2                       3.98        1987564.86
4                       8.01        2002450.81
8                      15.81        1975926.18
16                     29.83        1864137.14
32                     62.59        1955847.06
64                    123.73        1933247.09
128                   236.38        1846695.11
256                   483.01        1886748.45
512                   888.05        1734471.35
1024                 1699.98        1660140.84
2048                 3125.89        1526313.95
4096                 2727.69         665939.32
8192                 4430.90         540881.66
16384                6778.97         413755.25
32768                8863.36         270488.20
65536               10206.21         155734.40
131072              10461.62          79815.80
262144              10648.88          40622.26
524288              10780.79          20562.73
1048576             10888.17          10383.77
2097152             10935.99           5214.69
4194304             10947.96           2610.20
