# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
1                       2.10
2                       4.51
4                       8.89
8                      17.81
16                     35.05
32                     68.73
64                    132.39
128                   264.80
256                   524.91
512                   928.25
1024                 1732.25
2048                 3199.58
4096                 2689.75
8192                 4311.07
16384                6754.94
32768                8949.22
65536               10137.60
131072              10474.50
262144              10626.89
524288              10768.87
1048576             10804.52
2097152             10873.79
4194304             10868.85
