# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       2.44        2437420.47
2                       4.97        2483683.46
4                       9.72        2430876.05
8                      19.73        2465724.12
16                     39.37        2460362.79
32                     78.99        2468302.08
64                    158.49        2476363.11
128                   298.59        2332736.42
256                   562.89        2198787.12
512                  1000.57        1954242.63
1024                 1858.67        1815104.29
2048                 3345.50        1633543.38
4096                 3051.71         745047.12
8192                 4743.20         579003.44
16384                7276.46         444119.92
32768                9249.35         282267.67
65536               10582.71         161479.40
131072              10624.89          81061.47
262144              10786.26          41146.30
524288              10871.48          20735.70
1048576             10899.93          10394.98
2097152             10927.07           5210.43
4194304             10876.78           2593.23
