# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       2.39        2387474.06
2                       5.03        2513608.44
4                      10.16        2539806.51
8                      20.40        2550384.85
16                     40.50        2531089.79
32                     81.53        2547857.93
64                    163.42        2553369.31
128                   309.66        2419239.27
256                   574.70        2244929.37
512                  1027.74        2007303.20
1024                 1898.60        1854100.32
2048                 3357.23        1639273.76
4096                 3055.86         746059.18
8192                 4856.27         592806.72
16384                7258.71         443036.72
32768                9266.39         282787.66
65536               10644.31         162419.21
131072              10732.77          81884.53
262144              10880.29          41505.03
524288              10953.80          20892.72
1048576             10980.48          10471.80
2097152             11015.22           5252.47
4194304             11014.83           2626.14
