# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       2.41        2406089.75
2                       5.01        2505184.85
4                       9.89        2471399.44
8                      19.97        2496125.06
16                     39.92        2494859.13
32                     79.64        2488893.80
64                    159.32        2489354.51
128                   302.56        2363765.14
256                   563.51        2201215.97
512                  1016.84        1986012.88
1024                 1863.77        1820083.29
2048                 3271.61        1597464.11
4096                 3017.29         736643.46
8192                 4817.00         588013.01
16384                7338.52         447907.94
32768                9373.24         286048.48
65536               10645.86         162442.98
131072              10721.79          81800.77
262144              10873.96          41480.87
524288              10949.93          20885.34
1048576             10991.45          10482.26
2097152             10994.08           5242.38
4194304             10984.64           2618.94
