# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       1.94        1941831.41
2                       3.90        1947594.14
4                       7.75        1937234.57
8                      15.72        1964974.33
16                     31.15        1946763.80
32                     61.67        1927173.44
64                    120.69        1885726.06
128                   229.19        1790551.07
256                   458.63        1791529.96
512                   888.06        1734485.88
1024                 1687.40        1647855.11
2048                 3080.27        1504036.14
4096                 2726.57         665666.98
8192                 4404.75         537689.66
16384                6799.15         414986.88
32768                8999.49         274642.74
65536               10196.67         155588.88
131072              10391.02          79277.23
262144              10601.87          40442.91
524288              10739.37          20483.73
1048576             10827.67          10326.07
2097152             10878.22           5187.14
4194304             10910.36           2601.23
