# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
1                       2.64
2                       5.45
4                      10.92
8                      21.77
16                     43.67
32                     87.08
64                    175.71
128                   328.98
256                   604.95
512                  1045.53
1024                 1899.50
2048                 3371.17
4096                 3047.21
8192                 4874.28
16384                7524.26
32768                9498.35
65536               10685.18
131072              10745.20
262144              10905.60
524288              10969.71
1048576             11008.34
2097152             11045.25
4194304             11028.38
