# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       2.50        2499507.32
2                       5.11        2556976.02
4                      10.13        2533348.97
8                      20.15        2518713.95
16                     40.39        2524626.75
32                     80.69        2521642.59
64                    164.58        2571604.31
128                   309.43        2417452.95
256                   582.44        2275152.38
512                  1026.97        2005794.36
1024                 1875.50        1831544.13
2048                 3371.93        1646450.19
4096                 3055.11         745877.45
8192                 4878.77         595552.42
16384                7419.14         452828.61
32768                9456.20         288580.39
65536               10684.02         163025.23
131072              10754.42          82049.69
262144              10876.85          41491.87
524288              10949.40          20884.31
1048576             10997.67          10488.19
2097152             11035.20           5261.99
4194304             11031.31           2630.07
