# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       1.97        1974609.06
2                       3.99        1994384.69
4                       7.91        1978138.36
8                      15.89        1986813.27
16                     31.73        1983344.19
32                     63.05        1970248.02
64                    123.57        1930728.19
128                   235.08        1836554.83
256                   468.61        1830499.31
512                   897.27        1752488.88
1024                 1712.30        1672166.75
2048                 3117.83        1522377.37
4096                 2776.54         677865.03
8192                 4452.98         543577.18
16384                6738.47         411283.43
32768                8987.18         274266.90
65536               10185.68         155421.07
131072              10479.31          79950.77
262144              10669.34          40700.31
524288              10791.43          20583.02
1048576             10886.31          10381.99
2097152             10953.67           5223.12
4194304             10966.67           2614.66
