# OSU MPI Bandwidth Test v7.2
# Size      Bandwidth (MB/s)
# Datatype: MPI_CHAR.
1                       2.24
2                       4.56
4                       9.06
8                      18.05
16                     35.88
32                     70.56
64                    135.37
128                   271.22
256                   537.51
512                   935.41
1024                 1758.09
2048                 3237.75
4096                 2719.23
8192                 4446.68
16384                6925.71
32768                8970.28
65536               10249.84
131072              10542.52
262144              10656.55
524288              10816.15
1048576             10866.27
2097152             10942.41
4194304             10948.20
