# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       1.96        1955187.05
2                       3.99        1996654.61
4                       7.95        1988159.21
8                      15.92        1990548.38
16                     31.67        1979132.77
32                     62.67        1958570.48
64                    125.17        1955748.38
128                   241.42        1886098.68
256                   484.13        1891116.93
512                   904.79        1767167.36
1024                 1730.83        1690264.97
2048                 3184.75        1555054.34
4096                 2842.71         694021.74
8192                 4503.63         549759.57
16384                6825.19         416576.54
32768                8902.33         271677.44
65536               10279.21         156848.24
131072              10539.64          80411.09
262144              10730.67          40934.26
524288              10859.48          20712.82
1048576             10947.89          10440.72
2097152             11017.54           5253.57
4194304             11005.28           2623.86
