# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       1.91        1905118.38
2                       3.86        1929596.50
4                       7.63        1906830.30
8                      15.36        1919890.82
16                     30.58        1911459.24
32                     60.36        1886320.93
64                    118.66        1854021.10
128                   224.38        1752943.05
256                   448.15        1750598.09
512                   874.62        1708247.18
1024                 1658.52        1619648.73
2048                 3027.77        1478404.14
4096                 2706.45         660755.60
8192                 4331.98         528805.82
16384                6640.07         405277.92
32768                8947.97         273070.28
65536               10088.27         153934.80
131072              10335.27          78851.88
262144              10551.31          40250.04
524288              10684.55          20379.15
1048576             10746.35          10248.52
2097152             10783.04           5141.75
4194304             10811.00           2577.54
