# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       1.92        1921389.47
2                       3.88        1938434.06
4                       7.69        1921817.69
8                      15.45        1930857.79
16                     30.75        1921805.29
32                     60.56        1892524.37
64                    119.48        1866898.92
128                   226.07        1766198.43
256                   455.74        1780225.93
512                   892.77        1743695.03
1024                 1683.34        1643882.33
2048                 3129.99        1528316.09
4096                 2746.47         670525.50
8192                 4386.58         535471.15
16384                6651.66         405985.15
32768                8795.82         268427.17
65536               10137.89         154691.92
131072              10453.52          79754.03
262144              10648.93          40622.46
524288              10820.34          20638.17
1048576             10903.09          10398.00
2097152             10990.62           5240.74
4194304             10955.98           2612.11
