# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       2.54        2542199.32
2                       5.07        2532610.13
4                      10.15        2537837.97
8                      20.27        2533148.72
16                     40.64        2540047.02
32                     81.67        2552071.12
64                    163.70        2557801.01
128                   308.12        2407185.87
256                   581.62        2271941.69
512                  1031.67        2014970.73
1024                 1890.88        1846563.13
2048                 3403.26        1661747.72
4096                 3134.39         765231.44
8192                 4938.97         602901.47
16384                7388.81         450977.39
32768                9339.07         285005.82
65536               10706.25         163364.35
131072              10758.47          82080.63
262144              10885.32          41524.21
524288              10957.99          20900.70
1048576             10981.80          10473.06
2097152             11000.52           5245.46
4194304             10980.64           2617.99
