# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       2.45        2453027.96
2                       4.97        2487034.00
4                       9.89        2472344.70
8                      19.67        2458163.21
16                     39.75        2484356.90
32                     79.35        2479841.98
64                    158.87        2482412.01
128                   302.23        2361140.41
256                   572.30        2235528.19
512                  1016.64        1985621.93
1024                 1847.24        1803943.83
2048                 3309.61        1616018.79
4096                 3041.28         742499.48
8192                 4754.15         580340.08
16384                7243.01         442078.42
32768                9325.44         284589.81
65536               10574.28         161350.64
131072              10695.34          81598.95
262144              10831.89          41320.37
524288              10901.46          20792.88
1048576             10936.60          10429.96
2097152             10973.10           5232.38
4194304             10965.02           2614.26
