# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       1.98        1978851.46
2                       3.97        1983033.41
4                       7.86        1965011.19
8                      15.78        1972520.75
16                     31.26        1953505.89
32                     62.68        1958788.86
64                    123.35        1927305.59
128                   234.74        1833935.27
256                   469.35        1833417.62
512                   908.06        1773553.17
1024                 1688.66        1649082.13
2048                 3037.62        1483211.31
4096                 2663.56         650284.38
8192                 4265.50         520690.72
16384                6839.04         417421.86
32768                8982.63         274128.00
65536               10117.06         154374.09
131072              10407.79          79405.11
262144              10584.83          40377.90
524288              10727.27          20460.64
1048576             10832.36          10330.54
2097152             10890.45           5192.97
4194304             10903.39           2599.57
