# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       1.93        1933380.01
2                       3.92        1961627.50
4                       7.90        1973937.73
8                      15.84        1979527.72
16                     31.05        1940724.16
32                     61.30        1915480.39
64                    120.60        1884401.17
128                   230.66        1802008.94
256                   459.86        1796344.29
512                   883.56        1725706.08
1024                 1679.29        1639933.61
2048                 3095.02        1511241.36
4096                 2665.88         650848.72
8192                 4381.17         534810.33
16384                6663.81         406726.38
32768                8755.23         267188.44
65536               10170.51         155189.69
131072              10429.15          79568.13
262144              10640.04          40588.54
524288              10764.84          20532.30
1048576             10858.00          10354.99
2097152             10836.59           5167.29
4194304             10885.91           2595.40
