# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       2.54        2543449.97
2                       5.15        2576322.13
4                      10.20        2551229.18
8                      20.45        2556645.17
16                     40.93        2558080.31
32                     81.84        2557653.20
64                    164.33        2567642.43
128                   310.67        2427073.92
256                   573.90        2241804.93
512                  1007.32        1967431.02
1024                 1849.28        1805934.50
2048                 3226.39        1575387.25
4096                 2921.81         713333.46
8192                 4454.96         543818.78
16384                7011.13         427925.17
32768                9248.37         282237.89
65536               10648.00         162475.61
131072              10730.64          81868.30
262144              10868.94          41461.72
524288              10954.64          20894.32
1048576             10980.38          10471.70
2097152             11004.61           5247.41
4194304             11001.96           2623.07
