# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       2.42        2421819.14
2                       5.10        2549698.61
4                      10.15        2536336.99
8                      20.34        2542180.23
16                     40.30        2518602.14
32                     80.17        2505336.07
64                    162.18        2534095.26
128                   305.00        2382773.68
256                   574.14        2242718.10
512                  1027.18        2006218.40
1024                 1865.77        1822040.40
2048                 3347.09        1634321.74
4096                 3068.78         749213.52
8192                 4913.72         599819.00
16384                7401.61         451758.30
32768                9439.88         288082.24
65536               10660.45         162665.54
131072              10720.44          81790.46
262144              10852.38          41398.53
524288              10933.92          20854.79
1048576             10968.72          10460.59
2097152             11003.12           5246.70
4194304             10970.81           2615.65
