# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       2.48        2481940.10
2                       5.16        2579188.54
4                      10.25        2563495.79
8                      20.54        2567598.04
16                     41.01        2563123.73
32                     78.20        2443616.79
64                    164.13        2564560.81
128                   309.95        2421496.69
256                   580.40        2267187.00
512                  1029.31        2010367.02
1024                 1877.08        1833084.27
2048                 3356.35        1638842.12
4096                 3057.57         746476.06
8192                 4868.65         594317.35
16384                7449.97         454709.98
32768                9480.19         289312.55
65536               10671.43         162833.09
131072              10725.62          81829.98
262144              10864.00          41442.86
524288              10892.71          20776.20
1048576             10908.77          10403.41
2097152             10981.11           5236.20
4194304             10991.33           2620.54
