# OSU MPI Multiple Bandwidth / Message Rate Test v7.2
# OSU MPI Multiple Bandwidth / Message Rate Test v7.2

# [ pairs: 1 ] [ window size: 64 ]
# Size                  MB/s        Messages/s
# Datatype: MPI_CHAR.
1                       1.93        1931690.94
2                       3.88        1937847.60
4                       7.72        1930369.23
8                      15.44        1930231.07
16                     30.67        1917022.92
32                     60.75        1898415.88
64                    119.21        1862621.70
128                   222.72        1740036.44
256                   446.01        1742221.13
512                   898.77        1755405.91
1024                 1698.34        1658539.65
2048                 3125.00        1525880.65
4096                 2695.24         658018.69
8192                 4359.16         532124.15
16384                6569.65         400979.81
32768                8910.94         271940.44
65536               10073.72         153712.78
131072              10327.18          78790.14
262144              10545.20          40226.73
524288              10681.52          20373.38
1048576             10787.65          10287.90
2097152             10849.99           5173.68
4194304             10897.06           2598.06
